Annotation,Text_lemm_char_4_gram
0,like take stat tate atem teme emen ment mean hide hara aras rass assm ssme smen ment anot noth othe ther subr ubre bred redd eddi ddit
0,stra trat rate ateg tegi egic voti otin ting andr ndre bloo lood oody nerv erve
0,sorr orry rece ecei ceiv eive quit uite flur lurr urry thre hrea reat peop eopl ople form orde rder derl erly line back
0,love
0,hash asht shta htag kill ille ller lerb erbl rblo blon lond onde ndes dick icki ckie kies iest hash asht shta htag hist isto stor tory seri erio riou ious ousl usly butc utch tche cher hert erth rthe them hemo emod mode odel dels
0,bias anyt nyth ythi thin hing igno gnor nore twit witt itte tter scre cree reen name open sour ourc urce affi ffil fili ilia liat iati atio tion bsdc sdca dcan
2,show stup tupi upid beco ecom come musl usli slim terr erro rror rori oris rist actu ctua tual uall ally atta ttac tack talk
0,reme emem memb embe mber watc atch full game amer merg erga rgat gate
0,desp espe sper pera erat rati atio tion ugly shad hade huma uman
0,call some omeo meon eone sexi exis xist sexi exis xism glad dail aily allo llot lotm otme tmen ment male tear thou houg ough keep skin fres resh dewy
0,pred redi edic dict icti ctio tion next seas easo ason judg udge manu coli olin
0,fuck trol roll
1,seri erio riou ious ousl usly righ ight
0,gues uess saud audi almo lmos most absu bsur surd stuf tuff publ ubli blis lish ishe shes
1,dang ange nger gero erou rous thin hing ever room male
1,sorr orry jess essi ssie siej thev hevo evoi voic oice icea ceau real cunt
1,sexi exis xist like fact woma oman coac oach thin hink coac oach wnba
0,happ appy disc iscu scus face aceb cebo eboo book publ ubli blic licl icly call name twit witt itte tter woul ould idea
2,terr erro rror rori oris rism core isla slam ever sinc ince frau raud audu udul dule ulen lent prop roph ophe phet moha oham hamm amme mmed inve nven vent
0,moth othe ther herd erda rdau daug augh ught ghte hter team stea teal kell elly span pani anis nish bake dish
0,unbe nbel beli elie liev ieva evab vabl able andr ndre desp espi spic pica icab cabl able coup oupl uple beli elie liev ieve disg isgu sgus gust beha ehav havi avio vior
1,hath blin lind damn make page dadd addy neve ever love
0,tenn enni nnis cham hamp ampi mpio pion engl ngli glis lish anot noth othe ther grou roup
0,exis xist derp
0,smil mile less seco econ cond
0,want clas lass assi ssif sify infl nflu flux noti otif tifi ific fica icat cati atio tion dogp ogpi gpil pile unin nint inte nten tent enti ntio tion iona onal ddos make core func unct ncti ctio tion iona onal nali alit lity unus nusa usab sabl able
0,yeah pret rett etty accu ccur cura urat rate dude thou houg ough ught thin hing
0,phys hysi ysic sica ical call ally sick icke cken thin hink offi ffic fici icia cial iall ally show year seey eeya onel nele eles less essv ssvi svie view iewe ewer
0,loll olll llll llll llll llll
0,frit ritt itte tter kill
2,12yr 2yro yrol rold sell slav lave 50yr 0yro yrol rold know rape mean eant woke blee leed eedi edin ding http ttp…
0,derp
1,melt didn idnt free reez eeze ezer serv erve dumb skan kank
0,yumm ummy yumm ummy yumm ummy 1010
0,amon anni nnie loyd lisa
0,wish bell woul ould ring conf onfe nfet fett etti woul ould rain ever very time sexi exis xist joke bing ingo card anti ntic ticl icli clim lima imac mact acti ctic
0,team eamr amro mrob robe ober bert erta rtan tand andl ndly dlyn lynz ynze nzey
1,dont thin hink ever envi nvio viou ious find femi emin mini inin nine trai rait nose osex sexi exis xist
2,isla slam pile manu anur nure dest estr stro troy roys huma uman free reed eedo edom huma uman life huma uman expr xpre pres ress essi ssio sion crea reat eate ates endl ndle dles less divi ivis visi isiv sive iven vene enes ness
1,trul ruly proj roje ojec ject ecti ctio tion
1,abso bsol solu olut lute utel tely disg isgu sgus gust huma uman
1,help doug ough sher heri emil mili ilie come hung ungr ngry gryc ryca ycam camp ampe mper pers
2,gaza full jiha ihad hadi crim rimi imin mina inal neve ever work life
1,sexi exis xist cann anno nnot stan tand fuck hard arde rden femi emin mini inis nist wank anke nker
0,twee weet take cens enso nsor pret rett etty sure defi efin fini init niti itio tion drun runk
0,take acti ctio tion offe ffer feri erin ring advi dvic vice assi ssis sist ista stan tanc ance pers erso rson targ arge rget repo epor port poli olic lice
0,actu ctua tual uall ally nevi evil vill ille wran rans daug augh ught ghte hter foun ound anot noth othe ther knif nife mkr2 kr20 r201 2015
1,defi efin fini init niti itio tion sexi exis xism call sexi exis xist feel woma oman appr ppro prop ropr opri pria riat iate role life
1,name prom romi omin mine inen nent femi emin mini inis nist plea leas ease goog oogl ogle
2,moha oham hamm amme mmed call blac lack rasi asin head
0,qamp ampa keyn eyno ynot note spea peak eake aker hija ijac jack show hara aras rass assm ssme smen ment happ appe ppen live talk diff aspe spec pect hara aras rass assm ssme smen ment
0,cong ongr ngra grat rats grad radu adua duat uate scho choo hool colo olor educ duca ucat cate gate ater ters
0,pesh eshm shme hmer merg erge forc orce take vill illa llag lage sali alih lihi ihiy hiya 20km nort orth afar biji pesh eshm shme hmer merg erge dast xosh pesh eshm shme hmer merg erge
0,some omeo meon eone home obvi bvio viou ious ousl usly cann anno nnot cook
0,reco econ cons onst nstr stru truc ruct pota otat tato atoh tohe ohen heng enge
0,ever very make mist ista stak take
0,alge lgeb gebr ebra come
0,ever very eryb rybo ybod body hate daes aesh pass assi ssio sion mill illi llio lion good reas easo ason
1,noth othi thin hing gend ende nder like rema emak make perf erfe rfec fect ectl ctly good film
0,nope eigh ight litt ittl ttle daes aesh verm ermi rmin atta ttac tack asad base quic uick ickl ckly kill
0,also clai laim aime imed woma oman angr ngry wadh adhw dhwa deat eath thre hrea reat
1,sexi exis xist noth othi thin hing anno nnoy noys fema emal male spor port writ rite iter cove over spor port
0,doub oubl uble elim limi imin mina inat nati atio tion chal hall alle llen leng enge elim limi imin mina inat nati atio tion
0,come even hide hypo ypoc pocr ocri cris risy anym nymo ymor more
1,jean tigh ight toni onig nigh ight andr ndre mkr2 kr20 r201 2015
0,mode oder dern powd owde wder burn comp ompl mple plet lete etel tely barr arre rrel half long long onge nger barr arre rrel grea reat flex
0,karm arma karm arma
1,bitt itte tter ters ersw rswe swee weet vict icto ctor tory amod mode odel dels toas oast stil till andr ndre
0,sorr orry time suck next time migh ight want look usel sele eles less vagu ague call allo llou lout outs
1,sexi exis xist prob robl oble blem peop eopl ople expl xplo ploi loit doub oubl uble stan tand anda ndar dard sexu exua xual uali alit lity atte tten tent enti ntio tion
0,huma uman inve nven vent enti ntio tion scie cien ienc ence happ appe ppen last year virt irtu rtua tual uall ally noth othi thin hing musl usli slim
0,neve ever able poin oint anyt nyth ythi thin hing chin hing enco ncou cour oura urag rage misb isbe sbeh beha ehav havi avio vior
0,life hand lemo emon hand mkr2 kr20 r201 2015
0,reas easo ason sout outh kore orea well musl usli slim coun ount untr ntry impo mpov pove over veri eris rish auth utho thor hori orit rita itar tari aria rian sewe ewer
0,wadh adhw dhwa writ rite ites woma oman soci ocia cial medi ediu dium unin ninf info nfor form orme rmed even real agre gree
1,call sexi exis xist care nasc asca scar spor port sorr orry rryn ryno ynot nots otso tsor sorr orry
0,ever very eryo ryon yone unde nder dere eres rest esti stim tima imat mate ated stil till well unde nder dere eres rest esti stim tima imat mate judg udgi dgin ging
2,blum lume umen ment enth ntha thal figh ight pale ales lest esti stin tine free reed eedo edom spee peec eech hono onor kill illi llin ling behe ehea head eads
1,girl drug nots otse tsex sexi exis xist just ustt stth tthe thet hetr etru trut ruth
0,thin hink ever even dire irec rect ectl ctly ment enti ntio tion user sern erna rnam name sure stil till yell dogp ogpi gpil pile
0,brai rain also cart arto rtoo toon
1,sexi exis xist extr xtre trem reme emel mely hard list iste sten fema emal male voca ocal cali alis list
2,show good face peop eopl ople good face isla slam
0,kath athy sier ierr erra sili ilic lico icon vall alle lley meri erit rito itoc tocr ocra crac racy skat kate ater cult ultu ltur ture
2,ever very eryo ryon yone come unde nder ders erst rsta stan tand real isla slam
0,take pret rett etty spec peci ecif cifi ific pers erso rson sona onal nali alit lity type able take shit volu olun lunt unta ntar tari aril rily
2,read hist isto stor tory alge lgeb gebr ebra smal mall cont ontr ntri trib ribu ibut buti utio tion come conq onqu nque quer
0,qldb ldbe dbes best esti stie ties sher heri give otga tgan gans does oesn esnt scar care youi like thin hing take happ appy plac lace
1,call sexi exis xist care paki akis kist ista stan tani girl know make roti
1,fine argu rgum gume umen ment even vent entu ntua tual uall ally argu rgue abor bort orti rtio tion zero
0,haha ahah haha suck ucke ckee keee eeee eeee eeer eers karm arma bitc itch andr ndre hung ungr ngry gryc ryca ycam camp ampe mper pers
0,upda pdat date vers ersi rsio sion
1,fema emal male need stop thin hink trea reat exac xact actl ctly male ales less esso ssoc soci ocie ciet iety wont happ appe ppen fact acts ctso tsof sofl ofli flif life
0,amaz maze coul ould actu ctua tual uall ally find twee weet mine acce ccep cept epta ptab tabl able tele elev levi evis visi isio sion clea lear earl arly enou noug ough swea wear eari arin rin…
0,hate hate vide ideo game much
0,mapl aple baco acon come
0,talk need supp uppo ppor port ment ento ntor peop eopl ople unde nder ders erst rsta stan tand
0,rost osti look like mass assi ssiv sive chip frye ryer long wont good
2,isra srae rael aeli figh ight beco ecom come mino inor nori orit rity vict icti ctim mino inor nori orit rity
1,ever very year look forw orwa rwar ward blon lond onde gegg eggy whoe hoev oeve ever
1,sexi exis xist woma oman make igno gnor nora oran rant pres resu esum sump umpt mpti ptio tion deci ecis cisi isio sion rela elat lati atio tion iona onal proc roce oces cess
1,amya myad yada adam dams call sexi exis xist thin hink best esta stac tact actr ctre tres ress look alon lone
0,well keep scum show hope andr ndre pois oiso ison fuck ucke cker
0,kati atie nikk ikki well poin oint ever very time pret rett etty
0,supp uppo ppos pose osed sedl edly batt atte tter tery life auto utod todi odim dimm immi mmin ming disp ispl spla play
0,last time rome
0,andr ndre feel desp espi spis pise peop eopl ople aust ustr stra tral rali alia
0,actu ctua tual fuck
0,luck ucky adam invo nvol volv olve chal hall alle llen leng enge woul ould hate thou houg ough ught feed chil hild
0,sure hila ilar lari ario riou ious comm omme mmen ment pain watc atch thou houg ough woul ould lose
1,mean demo emoc mocr ocra crat libe iber bera eral spec peci ecif cifi ific bree reed
0,liar cope oper pern erni rnic nicu icus neve ever borr orro rrow main conc once ncep cept anyo nyon yone
0,bird irdi rdie
0,many mosu osul supp uppo ppor port take disc isco scov cove over trut ruth mosu osul
1,food come down owns wnst nsta stai tair airs four girl cook ooki okin king dinn inne nner sexi exis xist comp ompl mpla plai lain
0,name mash asha gess esse ssen book with itho thou hout face puti utin enti ntir tire life thug hugg ugge gger gery
1,perf erfe rfec fect reco ecor cord thou houg ough ught woma oman show trut ruth
1,scie cien ient enti ntis tist land robo obot come omet femi emin mini inis nist cruc ruci ucif cify shir hirt bide iden lick some omeo meon eone wife sile ilen lenc ence
0,idea abil bili ilit lity mute some omeo meon eone peri erio riod time
0,koba oban bane batt attl ttle 31ja 1jan 1100 isil admi dmit mits koba oban bane free koba oban bane koba oban bani biji ijik jiku ikur kurd urdi rdis dist ista stan koba oban bane aneb neba ebat batt attl ttle tlem lema emap
0,anot noth othe ther form abus buse insi nsid sidi idio diou ious perp erpe rpet petr etra trat rato ator thin hink hero stor tory
0,watc atch devi evil wear prad rada reaf eaff affi ffir firm irms desi esir sire sing ingl ngle fore orev reve ever need eedy boyf oyfr yfri frie rien iend omfg
1,tell bitc itch whor hore slut cunt chan hang ange spee peec eech
1,dude cont onti ntin tinu inue awes weso esom some sexi exis xist woma oman comm omme mmen ment enta ntat tate spor port
1,p600 spik pike mmns mnse nsex sexi exis xism fema emal male reco ecog cogn ogni gnis nise fina inal spin wash mach achi chin hine full clot loth othe thes nots otse tsex sexi exis xist fact
0,brin ring cook ooki okin king crea ream mkr2 kr20 r201 2015
0,snak nake even open rest esta stau taur aura uran rant
1,femi emin mini inis nist beli elie liev ieve exis xist iste sten tenc ence rape cult ultu ltur ture sole olel lely patr atri tria riar iarc arc…
0,thin hink mast aste ster tell stuf tuff jack mora oral some omet meth ethi thin hing fail
0,manu sass best thin hing seen eenh enhe nhea hear eard viva fran ranc ance mkr2 kr20 r201 2015
0,andr ndre stra trat rate ateg tegy scor core emba mbar barr arra rras rass asha sham hame amed lose oser
0,anni nnie lloy loyd sudd udde dden deat eath town mkr2 kr20 r201 2015 hung ungr ngry gryc ryca ycam camp ampe mper pers
0,happ appe ppen keep wron rong butt utto tton
1,gene ener nera eral rall ally clev leve ever funn unny rela elat lata atab tabl able with itho thou hout ruin girl irli rlis lish ishn shne hnes ness nots otse tsex sexi exis xist
0,cont onte ntes test esta stan tant cont onti ntin tinu inua nual uall ally cook dish neve ever mach achi chin hine neve ever
0,anot noth othe ther reje ejec ject ecti ctio tion
0,andr ndre dese eser serv erve stay comp ompe mpet peti etit titi itio tion good cook ooki okin king stra trat rate ateg tegi egic voti otin ting outw utwi twit with itht thth hthe thec hech eche chea heat eats
